00000000	000	00000	011000	0100	0110000100	0	0
00000001	000	00001	100010	0100	1000100100	0	0
00000010	000	00010	010010	0100	0100100100	0	0
00000011	000	00011	110001	0100	1100010100	0	0
00000100	000	00100	001010	0100	0010100100	0	0
00000101	000	00101	101001	0100	1010010100	0	0
00000110	000	00110	011001	0100	0110010100	0	0
00000111	000	00111	000111	0100	0001110100	0	0
00001000	000	01000	000110	0100	0001100100	0	0
00001001	000	01001	100101	0100	1001010100	0	0
00001010	000	01010	010101	0100	0101010100	0	0
00001011	000	01011	110100	0100	1101000100	0	0
00001100	000	01100	001101	0100	0011010100	0	0
00001101	000	01101	101100	0100	1011000100	0	0
00001110	000	01110	011100	0100	0111000100	0	0
00001111	000	01111	101000	0100	1010000100	0	0
00010000	000	10000	100100	0100	1001000100	0	0
00010001	000	10001	100011	0100	1000110100	0	0
00010010	000	10010	010011	0100	0100110100	0	0
00010011	000	10011	110010	0100	1100100100	0	0
00010100	000	10100	001011	0100	0010110100	0	0
00010101	000	10101	101010	0100	1010100100	0	0
00010110	000	10110	011010	0100	0110100100	0	0
00010111	000	10111	000101	0100	0001010100	0	0
00011000	000	11000	001100	0100	0011000100	0	0
00011001	000	11001	100110	0100	1001100100	0	0
00011010	000	11010	010110	0100	0101100100	0	0
00011011	000	11011	001001	0100	0010010100	0	0
00011100	000	11100	001110	0100	0011100100	0	0
00011101	000	11101	010001	0100	0100010100	0	0
00011110	000	11110	100001	0100	1000010100	0	0
00011111	000	11111	010100	0100	0101000100	0	0
00100000	001	00000	011000	1001	0110001001	0	0
00100001	001	00001	100010	1001	1000101001	0	0
00100010	001	00010	010010	1001	0100101001	0	0
00100011	001	00011	110001	1001	1100011001	0	0
00100100	001	00100	001010	1001	0010101001	0	0
00100101	001	00101	101001	1001	1010011001	0	0
00100110	001	00110	011001	1001	0110011001	0	0
00100111	001	00111	000111	1001	0001111001	0	0
00101000	001	01000	000110	1001	0001101001	0	0
00101001	001	01001	100101	1001	1001011001	0	0
00101010	001	01010	010101	1001	0101011001	0	0
00101011	001	01011	110100	1001	1101001001	0	0
00101100	001	01100	001101	1001	0011011001	0	0
00101101	001	01101	101100	1001	1011001001	0	0
00101110	001	01110	011100	1001	0111001001	0	0
00101111	001	01111	101000	1001	1010001001	0	0
00110000	001	10000	100100	1001	1001001001	0	0
00110001	001	10001	100011	1001	1000111001	0	0
00110010	001	10010	010011	1001	0100111001	0	0
00110011	001	10011	110010	1001	1100101001	0	0
00110100	001	10100	001011	1001	0010111001	0	0
00110101	001	10101	101010	1001	1010101001	0	0
00110110	001	10110	011010	1001	0110101001	0	0
00110111	001	10111	000101	1001	0001011001	0	0
00111000	001	11000	001100	1001	0011001001	0	0
00111001	001	11001	100110	1001	1001101001	0	0
00111010	001	11010	010110	1001	0101101001	0	0
00111011	001	11011	001001	1001	0010011001	0	0
00111100	001	11100	001110	1001	0011101001	0	0
00111101	001	11101	010001	1001	0100011001	0	0
00111110	001	11110	100001	1001	1000011001	0	0
00111111	001	11111	010100	1001	0101001001	0	0
01000000	010	00000	011000	0101	0110000101	0	0
01000001	010	00001	100010	0101	1000100101	0	0
01000010	010	00010	010010	0101	0100100101	0	0
01000011	010	00011	110001	0101	1100010101	0	0
01000100	010	00100	001010	0101	0010100101	0	0
01000101	010	00101	101001	0101	1010010101	0	0
01000110	010	00110	011001	0101	0110010101	0	0
01000111	010	00111	000111	0101	0001110101	0	0
01001000	010	01000	000110	0101	0001100101	0	0
01001001	010	01001	100101	0101	1001010101	0	0
01001010	010	01010	010101	0101	0101010101	0	0
01001011	010	01011	110100	0101	1101000101	0	0
01001100	010	01100	001101	0101	0011010101	0	0
01001101	010	01101	101100	0101	1011000101	0	0
01001110	010	01110	011100	0101	0111000101	0	0
01001111	010	01111	101000	0101	1010000101	0	0
01010000	010	10000	100100	0101	1001000101	0	0
01010001	010	10001	100011	0101	1000110101	0	0
01010010	010	10010	010011	0101	0100110101	0	0
01010011	010	10011	110010	0101	1100100101	0	0
01010100	010	10100	001011	0101	0010110101	0	0
01010101	010	10101	101010	0101	1010100101	0	0
01010110	010	10110	011010	0101	0110100101	0	0
01010111	010	10111	000101	0101	0001010101	0	0
01011000	010	11000	001100	0101	0011000101	0	0
01011001	010	11001	100110	0101	1001100101	0	0
01011010	010	11010	010110	0101	0101100101	0	0
01011011	010	11011	001001	0101	0010010101	0	0
01011100	010	11100	001110	0101	0011100101	0	0
01011101	010	11101	010001	0101	0100010101	0	0
01011110	010	11110	100001	0101	1000010101	0	0
01011111	010	11111	010100	0101	0101000101	0	0
01100000	011	00000	011000	0011	0110000011	0	0
01100001	011	00001	100010	0011	1000100011	0	0
01100010	011	00010	010010	0011	0100100011	0	0
01100011	011	00011	110001	0011	1100010011	0	0
01100100	011	00100	001010	0011	0010100011	0	0
01100101	011	00101	101001	0011	1010010011	0	0
01100110	011	00110	011001	0011	0110010011	0	0
01100111	011	00111	000111	0011	0001110011	0	0
01101000	011	01000	000110	0011	0001100011	0	0
01101001	011	01001	100101	0011	1001010011	0	0
01101010	011	01010	010101	0011	0101010011	0	0
01101011	011	01011	110100	0011	1101000011	0	0
01101100	011	01100	001101	0011	0011010011	0	0
01101101	011	01101	101100	0011	1011000011	0	0
01101110	011	01110	011100	0011	0111000011	0	0
01101111	011	01111	101000	0011	1010000011	0	0
01110000	011	10000	100100	0011	1001000011	0	0
01110001	011	10001	100011	0011	1000110011	0	0
01110010	011	10010	010011	0011	0100110011	0	0
01110011	011	10011	110010	0011	1100100011	0	0
